,label,text,spam,length,filtered_text
909,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,155,january male sale hot gay chat cheaper call 08709222922 national rate 15pmin cheap 78pmin peak stop texts call 08712460324 10pmin
910,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,0,146,love come took long leave zahers got words ym happy see sad left miss
911,ham,I am sorry it hurt you.,0,23,sorry hurt
912,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,0,160,cant feel nauseous im pissed didnt eat sweets week cause today planning pig dieting week im hungry
913,ham,Ok lor but not too early. Me still having project meeting now.,0,62,ok lor early still project meeting
914,ham,"Call me da, i am waiting for your call.",0,39,call da waiting call
915,ham,I could ask carlos if we could get more if anybody else can chip in,0,67,could ask carlos could get anybody else chip
916,ham,Was actually about to send you a reminder today. Have a wonderful weekend,0,73,actually send reminder today wonderful weekend
917,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0,148,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl
918,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,0,88,hey gave photo registered driving ah tmr wanna meet yck
919,ham,Dont talk to him ever ok its my word.,0,37,dont talk ever ok word
920,ham,When u wana see it then,0,23,u wana see
921,ham,On ma way to school. Can you pls send me ashley's number,0,56,way school pls send ashleys number
922,ham,It shall be fine. I have avalarr now. Will hollalater,0,53,shall fine avalarr hollalater
923,ham,She went to attend another two rounds today..but still did't reach home..,0,73,went attend another two rounds todaybut still didt reach home
924,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,0,80,actually deleted old websitenow blogging magicalsongsblogspotcom
925,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",0,44,k wait chikkuil send aftr ltgt mins
926,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,0,92,im diet ate 1 many slices pizza yesterday ugh im always diet
927,ham,K:)i will give my kvb acc details:),0,35,ki give kvb acc details
928,ham,Oh all have to come ah?,0,23,oh come ah
929,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,140,money r lucky winner 2 claim prize text money 2 88600 å£1million give away ppt150x3normal text rate box403 w1t1jy
930,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),0,106,im really sorry wont b able 2 fridayhope u find alternativehope yr terms going ok
931,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,0,103,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go
932,ham,So do you have samus shoulders yet,0,34,samus shoulders yet
933,ham,What time you think you'll have it? Need to know when I should be near campus,0,77,time think youll need know near campus
934,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",1,159,dear matthew please call 09063440451 landline complimentary 4lux tenerife holiday å£1000 cash await collection ppm150 sae tcs box334 sk38xh
935,ham,Then dun wear jeans lor...,0,26,dun wear jeans lor
936,ham,"Since when, which side, any fever, any vomitin.",0,47,since side fever vomitin
937,ham,K:)k.are you in college?,0,24,kkare college
938,spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",1,149,urgent call 09061749602 landline complimentary 4 tenerife holiday å£10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18
939,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,0,133,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh
940,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),0,126,sell well tons coins sell coins someone thru paypal voila money back life pockets
941,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.,0,78,theyre lots places hospitals medical places safe
942,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),1,132,getting touch folks waiting company txt back name age opt enjoy community 150psms
943,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,116,also ive sorta blown couple times recently id rather text blue looking weed
944,ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",0,221,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones
945,ham,I cant wait to see you! How were the photos were useful? :),0,59,cant wait see photos useful
946,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,137,ur cashbalance currently 500 pounds maximize ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1
947,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,0,143,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging
948,ham,Chk in ur belovd ms dict,0,24,chk ur belovd ms dict
949,ham,Is that what time you want me to come?,0,38,time want come
950,ham,"Awesome, lemme know whenever you're around",0,42,awesome lemme know whenever youre around
951,ham,Shb b ok lor... Thanx...,0,24,shb b ok lor thanx
952,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0,159,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night
953,ham,Also remember to get dobby's bowl from your car,0,47,also remember get dobbys bowl car
954,spam,Filthy stories and GIRLS waiting for your,1,41,filthy stories girls waiting
955,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0,122,sorry c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep
956,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0,126,love isnt decision feeling could decide love life would much simpler less magical
957,ham,Welp apparently he retired,0,26,welp apparently retired
958,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0,114,sort code acc bank natwest reply confirm ive sent right person
959,ham,Where @,0,7,
960,ham,U sure u can't take any sick time?,0,34,u sure u cant take sick time
961,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1,157,urgent trying contact u todays draw shows å£800 prize guaranteed call 09050001808 land line claim m95 valid12hrs
962,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,92,watching cartoon listening music amp eve go temple amp church u
963,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,90,yo chad gymnastics class wanna take site says christians class full
964,ham,Are you this much buzy,0,22,much buzy
965,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0,85,better still catch let ask sell ltgt
966,ham,I am not sure about night menu. . . I know only about noon menu,0,63,sure night menu know noon menu
967,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0,220,u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come
968,ham,Are you willing to go for aptitude class.,0,41,willing go aptitude class
969,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0,60,wont b 215 trying 2 sort house ok
970,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0,88,yar lor wan 2 go c horse racing today mah eat earlier lor ate chicken rice u
971,ham,"Haha awesome, omw back now then",0,31,haha awesome omw back
972,ham,Yup i thk so until e shop closes lor.,0,37,yup thk e shop closes lor
973,ham,what is your account number?,0,28,account number
974,ham,Eh u send wrongly lar...,0,24,eh u send wrongly lar
975,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0,118,hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya
976,ham,Ok i shall talk to him,0,22,ok shall talk
977,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0,210,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
978,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,0,50,hey pay salary de ltgt
979,ham,Another month. I need chocolate weed and alcohol.,0,49,another month need chocolate weed alcohol
980,ham,If he started searching he will get job in few days.he have great potential and talent.,0,87,started searching get job dayshe great potential talent
981,ham,Reckon need to be in town by eightish to walk from * carpark.,0,61,reckon need town eightish walk carpark
982,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,141,congrats 2 mobile 3g videophones r call 09063458130 videochat wid mates play java games dload polyph music noline rentl
983,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,54,look fuckin time fuck think
984,ham,Yo guess what I just dropped,0,28,yo guess dropped
985,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,49,carlos says hell mu ltgt minutes
986,ham,I'm in office now . I will call you  &lt;#&gt;  min:),0,53,im office call ltgt min
987,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0,145,geeee miss already know think fuck cant wait till next year together loving kiss
988,ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0,162,yun ahthe ubi one say ì wan call tomorrowcall 67441233 look ireneere got bus822656166382 ubi cresubi tech park6ph 1st 5wkg daysì¬n
